type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.baggage,arrival.terminal,departure.delay,arrival.delay,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway
departure,active,ext,egte,2022-09-10t16:40:00.000,2022-09-10t16:40:00.000,2022-09-10t16:42:00.000,2022-09-10t16:42:00.000,2022-09-10t16:42:00.000,alc,leal,2022-09-10t20:00:00.000,2022-09-10t19:40:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,2.0,,45,,,
departure,active,ext,egte,2022-09-13t19:45:00.000,2022-09-13t19:45:00.000,2022-09-13t20:08:00.000,2022-09-13t20:08:00.000,2022-09-13t20:08:00.000,alc,leal,2022-09-13t23:05:00.000,2022-09-13t23:07:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,24.0,2.0,,,,
departure,active,ext,egte,2022-09-17t16:40:00.000,2022-09-17t16:40:00.000,,,,alc,leal,2022-09-17t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,,,,,,,
departure,active,ext,egte,2022-09-20t19:45:00.000,2022-09-20t19:45:00.000,,,,alc,leal,2022-09-20t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,,,,,,,
departure,active,ext,egte,2022-09-24t16:40:00.000,2022-09-24t16:40:00.000,2022-09-24t16:39:00.000,2022-09-24t16:39:00.000,2022-09-24t16:39:00.000,alc,leal,2022-09-24t20:00:00.000,2022-09-24t19:36:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,,,45,,,
departure,active,ext,egte,2022-09-27t19:45:00.000,2022-09-27t20:00:00.000,,,,alc,leal,2022-09-27t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,15.0,,c45,,,
departure,active,ext,egte,2022-09-07t13:50:00.000,,,,,rho,lgrp,2022-09-07t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-09-17t13:20:00.000,2022-09-17t14:50:00.000,,,,pfo,lcph,2022-09-17t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,90.0,,,,,
departure,active,ext,egte,2022-09-18t08:20:00.000,2022-09-18t08:20:00.000,,,,zth,lgza,2022-09-18t13:55:00.000,,tui airways,by,tom,6788,by6788,tom6788,,,,,,,,
departure,active,ext,egte,2022-09-18t17:45:00.000,2022-09-18t17:45:00.000,,,,ace,gcrr,2022-09-18t21:35:00.000,,tui airways,by,tom,6700,by6700,tom6700,4,1,,,,,,
departure,active,ext,egte,2022-09-19t06:00:00.000,,,,,mah,lemh,2022-09-19t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,04,ter1,,,,,,
departure,active,ext,egte,2022-09-19t13:10:00.000,2022-09-19t13:10:00.000,,,,dlm,ltbs,2022-09-19t19:35:00.000,,tui airways,by,tom,676,by676,tom676,,i,,,,,,
departure,active,ext,egte,2022-09-20t07:10:00.000,2022-09-20t07:10:00.000,,,,pmi,lepa,2022-09-20t10:20:00.000,,tui airways,by,tom,6200,by6200,tom6200,04,,,,,,,
departure,active,ext,egte,2022-09-20t15:10:00.000,2022-09-20t15:10:00.000,2022-09-20t15:07:00.000,2022-09-20t15:07:00.000,2022-09-20t15:07:00.000,her,lgir,2022-09-20t21:15:00.000,2022-09-20t20:44:00.000,tui airways,by,tom,6264,by6264,tom6264,,,,,,,,
departure,active,ext,egte,2022-09-21t06:30:00.000,,2022-09-21t06:42:00.000,2022-09-21t06:42:00.000,2022-09-21t06:42:00.000,ibz,leib,2022-09-21t09:50:00.000,2022-09-21t09:34:00.000,tui airways,by,tom,6336,by6336,tom6336,08,1,12.0,,,,,
departure,active,ext,egte,2022-09-21t13:50:00.000,2022-09-21t13:50:00.000,,,,rho,lgrp,2022-09-21t19:55:00.000,,tui airways,by,tom,6340,by6340,tom6340,,,,,,,,
departure,active,ext,egte,2022-09-21t13:50:00.000,2022-09-21t14:00:00.000,,,,rho,lgrp,2022-09-21t19:38:00.000,,tui airways,by,tom,340,by340,tom340,,,10.0,,,,,
departure,active,ext,egte,2022-09-22t08:35:00.000,,,,,zth,lgza,2022-09-22t14:00:00.000,,tui airways,by,tom,6442,by6442,tom6442,,,,,,,,
departure,active,ext,egte,2022-09-22t17:35:00.000,2022-09-22t17:35:00.000,2022-09-22t17:49:00.000,2022-09-22t17:49:00.000,2022-09-22t17:49:00.000,dlm,ltbs,2022-09-22t23:50:00.000,2022-09-22t23:41:00.000,tui airways,by,tom,462,by462,tom462,,i,14.0,,,,,
departure,active,ext,egte,2022-09-23t06:00:00.000,2022-09-23t06:00:00.000,,,,mah,lemh,2022-09-23t09:10:00.000,,tui airways,by,tom,6500,by6500,tom6500,05,ter1,,,,,,
departure,active,ext,egte,2022-09-23t12:40:00.000,2022-09-23t12:40:00.000,2022-09-23t12:45:00.000,2022-09-23t12:45:00.000,2022-09-23t12:45:00.000,cfu,lgkr,2022-09-23t17:55:00.000,2022-09-23t17:38:00.000,tui airways,by,tom,6542,by6542,tom6542,,,5.0,,,,,
departure,active,ext,egte,2022-09-24t06:25:00.000,2022-09-24t06:25:00.000,,,,pmi,lepa,2022-09-24t09:35:00.000,,tui airways,by,tom,6600,by6600,tom6600,06,,,,,,,
departure,active,ext,egte,2022-09-24t13:20:00.000,2022-09-24t13:20:00.000,,,,pfo,lcph,2022-09-24t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,,,,,,
departure,active,ext,egte,2022-09-25t08:20:00.000,2022-09-25t08:20:00.000,,,,zth,lgza,2022-09-25t13:55:00.000,,tui airways,by,tom,6788,by6788,tom6788,,,,,,,,
departure,active,ext,egte,2022-09-25t17:45:00.000,2022-09-25t17:45:00.000,,,,ace,gcrr,2022-09-25t21:35:00.000,,tui airways,by,tom,6700,by6700,tom6700,5,1,,,,,,
departure,active,ext,egte,2022-09-26t06:00:00.000,,,,,mah,lemh,2022-09-26t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,04,ter1,,,,,,
departure,active,ext,egte,2022-09-27t07:10:00.000,,2022-09-27t07:11:00.000,2022-09-27t07:11:00.000,2022-09-27t07:11:00.000,pmi,lepa,2022-09-27t10:20:00.000,2022-09-27t10:04:00.000,tui airways,by,tom,6200,by6200,tom6200,01,,2.0,,,,,
departure,active,ext,egte,2022-09-28t06:30:00.000,,,,,ibz,leib,2022-09-28t09:50:00.000,,tui airways,by,tom,6336,by6336,tom6336,09,1,,,,,,
departure,active,ext,egte,2022-09-28t13:50:00.000,2022-09-28t14:00:00.000,,,,rho,lgrp,2022-09-28t19:45:00.000,,tui airways,by,tom,340,by340,tom340,,,10.0,,,,,
departure,active,ext,egte,2022-09-29t08:35:00.000,,2022-09-29t08:53:00.000,2022-09-29t08:53:00.000,2022-09-29t08:53:00.000,zth,lgza,2022-09-29t14:00:00.000,2022-09-29t13:48:00.000,tui airways,by,tom,6442,by6442,tom6442,,,19.0,,,,,
departure,active,ext,egte,2022-09-30t12:40:00.000,2022-09-30t12:40:00.000,2022-09-30t12:51:00.000,2022-09-30t12:51:00.000,2022-09-30t12:51:00.000,cfu,lgkr,2022-09-30t17:55:00.000,2022-09-30t17:43:00.000,tui airways,by,tom,6542,by6542,tom6542,,,11.0,,,,,
departure,active,ext,egte,2022-10-01t16:40:00.000,2022-10-01t16:40:00.000,2022-10-01t16:53:00.000,2022-10-01t16:53:00.000,2022-10-01t16:53:00.000,alc,leal,2022-10-01t20:00:00.000,2022-10-01t19:50:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,13.0,,45,,,
departure,active,ext,egte,2022-10-04t19:45:00.000,2022-10-04t19:45:00.000,,,,alc,leal,2022-10-04t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,,,c45,,,
departure,active,ext,egte,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,2022-10-08t16:40:00.000,alc,leal,2022-10-08t20:00:00.000,2022-10-08t19:38:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,3b,n,1.0,,45,,,
departure,active,ext,egte,2022-10-11t19:45:00.000,2022-10-11t19:45:00.000,2022-10-11t20:41:00.000,2022-10-11t20:41:00.000,2022-10-11t20:41:00.000,alc,leal,2022-10-11t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,n,57.0,,c45,,,
departure,active,ext,egte,2022-10-15t16:40:00.000,2022-10-15t16:40:00.000,,,,alc,leal,2022-10-15t20:00:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-10-18t19:45:00.000,2022-10-18t19:45:00.000,,,,alc,leal,2022-10-18t23:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,4b,,,,,,,
departure,active,ext,egte,2022-10-22t16:40:00.000,2022-10-22t16:40:00.000,2022-10-22t17:11:00.000,2022-10-22t17:11:00.000,2022-10-22t17:11:00.000,alc,leal,2022-10-22t20:00:00.000,2022-10-22t20:10:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,n,31.0,10.0,45,,,
departure,active,ext,egte,2022-10-25t19:45:00.000,2022-10-25t19:45:00.000,2022-10-25t19:39:00.000,2022-10-25t19:39:00.000,2022-10-25t19:39:00.000,alc,leal,2022-10-25t23:05:00.000,2022-10-25t22:37:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,,,,,,,
departure,active,ext,egte,2022-10-29t16:40:00.000,2022-10-29t16:40:00.000,2022-10-29t16:28:00.000,2022-10-29t16:28:00.000,2022-10-29t16:28:00.000,alc,leal,2022-10-29t20:00:00.000,2022-10-29t19:31:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,5b,n,,,45,,,
departure,active,ext,egte,2022-10-30t15:45:00.000,2022-10-30t15:45:00.000,,,,alc,leal,2022-10-30t19:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,,,c45,,,
departure,active,ext,egte,2022-10-01t06:25:00.000,,,,,pmi,lepa,2022-10-01t09:35:00.000,,tui airways,by,tom,6600,by6600,tom6600,03,,,,,,,
departure,active,ext,egte,2022-10-01t13:20:00.000,,2022-10-01t13:13:00.000,2022-10-01t13:13:00.000,2022-10-01t13:13:00.000,pfo,lcph,2022-10-01t19:55:00.000,2022-10-01t19:17:00.000,tui airways,by,tom,6682,by6682,tom6682,,,,,,,,
departure,active,ext,egte,2022-10-02t06:05:00.000,,2022-10-02t06:03:00.000,2022-10-02t06:03:00.000,2022-10-02t06:03:00.000,ace,gcrr,2022-10-02t09:55:00.000,2022-10-02t09:34:00.000,tui airways,by,tom,6700,by6700,tom6700,5,1,,,,,,
departure,active,ext,egte,2022-10-03t06:00:00.000,,,,,mah,lemh,2022-10-03t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,05,ter1,,,,,,
departure,active,ext,egte,2022-10-03t13:10:00.000,,2022-10-03t13:05:00.000,2022-10-03t13:05:00.000,2022-10-03t13:05:00.000,lpa,gclp,2022-10-03t17:10:00.000,2022-10-03t16:51:00.000,tui airways,by,tom,6170,by6170,tom6170,37,,,,,,,
departure,active,ext,egte,2022-10-05t06:30:00.000,,,,,ibz,leib,2022-10-05t09:50:00.000,,tui airways,by,tom,6336,by6336,tom6336,09,1,,,,,,
departure,active,ext,egte,2022-10-05t13:50:00.000,,2022-10-05t13:57:00.000,2022-10-05t13:57:00.000,2022-10-05t13:57:00.000,pmi,lepa,2022-10-05t17:00:00.000,2022-10-05t16:45:00.000,tui airways,by,tom,6332,by6332,tom6332,05,,8.0,,,,,
departure,active,ext,egte,2022-10-06t08:35:00.000,,2022-10-06t08:34:00.000,2022-10-06t08:34:00.000,2022-10-06t08:34:00.000,zth,lgza,2022-10-06t14:00:00.000,2022-10-06t13:42:00.000,tui airways,by,tom,6442,by6442,tom6442,,,,,,,,
departure,active,ext,egte,2022-10-06t17:35:00.000,,2022-10-06t17:30:00.000,2022-10-06t17:30:00.000,2022-10-06t17:30:00.000,ace,gcrr,2022-10-06t21:25:00.000,2022-10-06t21:09:00.000,tui airways,by,tom,6462,by6462,tom6462,4,1,,,,,,
departure,active,ext,egte,2022-10-07t08:05:00.000,,,,,cfu,lgkr,2022-10-07t13:20:00.000,,tui airways,by,tom,6542,by6542,tom6542,,,,,,,,
departure,active,ext,egte,2022-10-07t16:45:00.000,,,,,tfs,gcts,2022-10-07t20:50:00.000,,tui airways,by,tom,6584,by6584,tom6584,a1,,,,,,,
departure,active,ext,egte,2022-10-08t06:25:00.000,2022-10-08t06:25:00.000,,,,pmi,lepa,2022-10-08t09:35:00.000,,tui airways,by,tom,6600,by6600,tom6600,05,,,,,,,
departure,active,ext,egte,2022-10-08t13:20:00.000,,2022-10-08t14:00:00.000,2022-10-08t14:00:00.000,2022-10-08t14:00:00.000,pfo,lcph,2022-10-08t19:55:00.000,2022-10-08t20:10:00.000,tui airways,by,tom,6682,by6682,tom6682,,,41.0,15.0,,,,
departure,active,ext,egte,2022-10-09t06:05:00.000,2022-10-09t06:05:00.000,,,,ace,gcrr,2022-10-09t09:55:00.000,,tui airways,by,tom,6700,by6700,tom6700,5,1,,,,,,
departure,active,ext,egte,2022-10-10t06:00:00.000,2022-10-10t06:00:00.000,,,,mah,lemh,2022-10-10t09:10:00.000,,tui airways,by,tom,6138,by6138,tom6138,05,ter1,,,,,,
departure,active,ext,egte,2022-10-10t13:10:00.000,,2022-10-10t13:25:00.000,2022-10-10t13:25:00.000,2022-10-10t13:25:00.000,lpa,gclp,2022-10-10t17:10:00.000,2022-10-10t17:04:00.000,tui airways,by,tom,6170,by6170,tom6170,35,,15.0,,,,,
departure,active,ext,egte,2022-10-11t07:10:00.000,,2022-10-11t07:20:00.000,2022-10-11t07:20:00.000,2022-10-11t07:20:00.000,pmi,lepa,2022-10-11t10:20:00.000,2022-10-11t10:04:00.000,tui airways,by,tom,6200,by6200,tom6200,01,,10.0,,,,,
departure,active,ext,egte,2022-10-11t14:05:00.000,,,,,tfs,gcts,2022-10-11t18:10:00.000,,tui airways,by,tom,6242,by6242,tom6242,a7,,,,,,,
departure,active,ext,egte,2022-10-12t06:30:00.000,,,,,ibz,leib,2022-10-12t09:50:00.000,,tui airways,by,tom,6336,by6336,tom6336,09,1,,,,,,
departure,active,ext,egte,2022-10-12t13:50:00.000,,2022-10-12t13:51:00.000,2022-10-12t13:51:00.000,2022-10-12t13:51:00.000,pmi,lepa,2022-10-12t17:00:00.000,2022-10-12t16:43:00.000,tui airways,by,tom,6332,by6332,tom6332,06,,1.0,,,,,
departure,active,ext,egte,2022-10-13t08:35:00.000,,2022-10-13t08:35:00.000,2022-10-13t08:35:00.000,2022-10-13t08:35:00.000,zth,lgza,2022-10-13t14:00:00.000,2022-10-13t13:44:00.000,tui airways,by,tom,6442,by6442,tom6442,,,1.0,,,,,
departure,active,ext,egte,2022-10-13t17:35:00.000,,,,,ace,gcrr,2022-10-13t21:25:00.000,,tui airways,by,tom,6462,by6462,tom6462,3,1,,,,,,
departure,active,ext,egte,2022-10-14t08:05:00.000,,,,,cfu,lgkr,2022-10-14t13:20:00.000,,tui airways,by,tom,6542,by6542,tom6542,,,,,,,,
departure,active,ext,egte,2022-10-14t16:45:00.000,,,,,tfs,gcts,2022-10-14t20:50:00.000,,tui airways,by,tom,6584,by6584,tom6584,b3,,,,,,,
departure,active,ext,egte,2022-10-15t06:25:00.000,2022-10-15t06:25:00.000,,,,pmi,lepa,2022-10-15t09:35:00.000,,tui airways,by,tom,6600,by6600,tom6600,04,,,,,,,
departure,active,ext,egte,2022-10-15t13:20:00.000,,,,,pfo,lcph,2022-10-15t19:55:00.000,,tui airways,by,tom,6682,by6682,tom6682,,,,,,,,
departure,active,ext,egte,2022-10-16t06:05:00.000,,2022-10-16t06:00:00.000,2022-10-16t06:00:00.000,2022-10-16t06:00:00.000,ace,gcrr,2022-10-16t09:55:00.000,,tui airways,by,tom,6700,by6700,tom6700,3,1,,,,2022-10-16t09:55:00.000,2022-10-16t09:55:00.000,2022-10-16t09:55:00.000
departure,active,ext,egte,2022-10-17t06:00:00.000,,2022-10-17t05:56:00.000,2022-10-17t05:56:00.000,2022-10-17t05:56:00.000,mah,lemh,2022-10-17t09:10:00.000,2022-10-17t08:51:00.000,tui airways,by,tom,6138,by6138,tom6138,06,ter1,,,,,,
departure,active,ext,egte,2022-10-17t13:10:00.000,,2022-10-17t13:14:00.000,2022-10-17t13:14:00.000,2022-10-17t13:14:00.000,lpa,gclp,2022-10-17t17:10:00.000,2022-10-17t16:55:00.000,tui airways,by,tom,6170,by6170,tom6170,36,,5.0,,,,,
departure,active,ext,egte,2022-10-18t07:10:00.000,,,,,pmi,lepa,2022-10-18t10:20:00.000,,tui airways,by,tom,6200,by6200,tom6200,04,,,,,,,
departure,active,ext,egte,2022-10-18t14:05:00.000,,2022-10-18t14:04:00.000,2022-10-18t14:04:00.000,2022-10-18t14:04:00.000,tfs,gcts,2022-10-18t18:10:00.000,2022-10-18t17:38:00.000,tui airways,by,tom,6242,by6242,tom6242,a3,,,,,,,
departure,active,ext,egte,2022-10-19t13:50:00.000,,2022-10-19t13:53:00.000,2022-10-19t13:53:00.000,2022-10-19t13:53:00.000,pmi,lepa,2022-10-19t17:00:00.000,2022-10-19t16:47:00.000,tui airways,by,tom,6332,by6332,tom6332,05,,3.0,,,,,
departure,active,ext,egte,2022-10-20t08:35:00.000,,,,,zth,lgza,2022-10-20t14:00:00.000,,tui airways,by,tom,6442,by6442,tom6442,,,,,,,,
departure,active,ext,egte,2022-10-20t17:35:00.000,,2022-10-20t17:48:00.000,2022-10-20t17:48:00.000,2022-10-20t17:48:00.000,ace,gcrr,2022-10-20t21:25:00.000,2022-10-20t21:05:00.000,tui airways,by,tom,6462,by6462,tom6462,3,1,14.0,,,,,
departure,active,ext,egte,2022-10-21t08:05:00.000,,2022-10-21t08:21:00.000,2022-10-21t08:21:00.000,2022-10-21t08:21:00.000,cfu,lgkr,2022-10-21t13:20:00.000,2022-10-21t13:16:00.000,tui airways,by,tom,6542,by6542,tom6542,,,17.0,,,,,
departure,active,ext,egte,2022-10-21t16:45:00.000,2022-10-21t16:45:00.000,2022-10-21t17:30:00.000,2022-10-21t17:30:00.000,2022-10-21t17:30:00.000,tfs,gcts,2022-10-21t20:50:00.000,2022-10-21t21:07:00.000,tui airways,by,tom,6584,by6584,tom6584,b6,,46.0,17.0,,,,
departure,active,ext,egte,2022-10-22t06:25:00.000,,,,,pmi,lepa,2022-10-22t09:35:00.000,,tui airways,by,tom,6600,by6600,tom6600,03,,,,,,,
departure,active,ext,egte,2022-10-30t06:05:00.000,,,,,ace,gcrr,2022-10-30t09:55:00.000,,tui airways,by,tom,6700,by6700,tom6700,1,1,,,,,,
departure,active,ext,egte,2022-11-05t11:10:00.000,2022-11-05t11:10:00.000,,,,agp,lemg,2022-11-05t14:40:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,,,45,,,
departure,active,ext,egte,2022-11-06t15:45:00.000,2022-11-06t15:45:00.000,2022-11-06t15:50:00.000,2022-11-06t15:50:00.000,2022-11-06t15:50:00.000,alc,leal,2022-11-06t19:05:00.000,2022-11-06t18:57:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,6.0,,c45,,,
departure,active,ext,egte,2022-11-12t11:10:00.000,2022-11-12t11:10:00.000,2022-11-12t11:24:00.000,2022-11-12t11:24:00.000,2022-11-12t11:24:00.000,agp,lemg,2022-11-12t14:40:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,15.0,,45,,,
departure,active,ext,egte,2022-11-13t15:45:00.000,2022-11-13t15:45:00.000,2022-11-13t15:48:00.000,2022-11-13t15:48:00.000,2022-11-13t15:48:00.000,alc,leal,2022-11-13t19:05:00.000,2022-11-13t18:55:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,3.0,,45,,,
departure,active,ext,egte,2022-11-19t11:10:00.000,2022-11-19t11:25:00.000,2022-11-19t11:43:00.000,2022-11-19t11:43:00.000,2022-11-19t11:43:00.000,agp,lemg,2022-11-19t14:40:00.000,2022-11-19t14:54:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,34.0,14.0,,,,
departure,active,ext,egte,2022-11-20t15:45:00.000,2022-11-20t15:55:00.000,,,,alc,leal,2022-11-20t19:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,10.0,,c45,,,
departure,active,ext,egte,2022-11-26t11:10:00.000,2022-11-26t11:25:00.000,2022-11-26t11:23:00.000,2022-11-26t11:23:00.000,2022-11-26t11:23:00.000,agp,lemg,2022-11-26t14:40:00.000,2022-11-26t14:28:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,14.0,,,,,
departure,active,ext,egte,2022-11-27t15:45:00.000,2022-11-27t15:45:00.000,2022-11-27t15:47:00.000,2022-11-27t15:47:00.000,2022-11-27t15:47:00.000,alc,leal,2022-11-27t19:05:00.000,2022-11-27t18:53:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,,2.0,,,,,
departure,active,ext,egte,2022-12-03t11:10:00.000,2022-12-03t11:15:00.000,2022-12-03t11:30:00.000,2022-12-03t11:30:00.000,2022-12-03t11:30:00.000,agp,lemg,2022-12-03t14:40:00.000,2022-12-03t14:34:00.000,ryanair,fr,ryr,3524,fr3524,ryr3524,,,21.0,,,,,
departure,active,ext,egte,2022-12-04t15:45:00.000,2022-12-04t15:45:00.000,2022-12-04t15:48:00.000,2022-12-04t15:48:00.000,2022-12-04t15:48:00.000,alc,leal,2022-12-04t19:05:00.000,2022-12-04t18:50:00.000,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,3.0,,c45,,,
departure,active,ext,egte,2022-12-10t11:10:00.000,2022-12-10t11:25:00.000,,,,agp,lemg,2022-12-10t14:40:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,15.0,,,,,
departure,active,ext,egte,2022-12-11t15:45:00.000,2022-12-11t15:45:00.000,,,,alc,leal,2022-12-11t19:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,,,c45,,,
departure,active,ext,egte,2022-12-17t11:10:00.000,2022-12-17t13:05:00.000,,,,agp,lemg,2022-12-17t14:40:00.000,,ryanair,fr,ryr,3524,fr3524,ryr3524,,,115.0,,,,,
departure,active,ext,egte,2022-12-18t15:45:00.000,2022-12-18t15:45:00.000,,,,alc,leal,2022-12-18t19:05:00.000,,ryanair,fr,ryr,2797,fr2797,ryr2797,7b,n,,,c45,,,
