type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,sou,eghi,8,13.0,2022-05-03t17:20:00.000,2022-05-03t17:32:00.000,2022-05-03t17:32:00.000,2022-05-03t17:32:00.000,2022-05-03t17:32:00.000,ams,eham,13,a08,2022-05-03t19:35:00.000,2022-05-03t19:22:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,17.0,2022-05-04t17:20:00.000,2022-05-04t17:20:00.000,2022-05-04t17:37:00.000,2022-05-04t17:37:00.000,2022-05-04t17:37:00.000,ams,eham,9,a08,2022-05-04t19:35:00.000,2022-05-04t19:28:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,9.0,2022-05-05t17:20:00.000,2022-05-05t17:20:00.000,2022-05-05t17:29:00.000,2022-05-05t17:29:00.000,2022-05-05t17:29:00.000,ams,eham,11,a08,2022-05-05t19:35:00.000,2022-05-05t19:16:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,,2022-05-06t17:20:00.000,2022-05-06t17:20:00.000,,,,ams,eham,11,d23,2022-05-06t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,17.0,2022-05-07t17:20:00.000,2022-05-07t17:36:00.000,2022-05-07t17:36:00.000,2022-05-07t17:36:00.000,2022-05-07t17:36:00.000,ams,eham,12,a08,2022-05-07t19:35:00.000,2022-05-07t19:27:00.000,klm,kl,klm,920,kl920,klm920,3,,,,
departure,active,sou,eghi,8,13.0,2022-05-08t17:20:00.000,2022-05-08t17:20:00.000,2022-05-08t17:33:00.000,2022-05-08t17:33:00.000,2022-05-08t17:33:00.000,ams,eham,10,a08,2022-05-08t19:35:00.000,2022-05-08t19:25:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,20.0,2022-05-09t17:20:00.000,2022-05-09t17:40:00.000,,,,ams,eham,10,a08,2022-05-09t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,9.0,2022-05-10t17:20:00.000,2022-05-10t17:20:00.000,2022-05-10t17:29:00.000,2022-05-10t17:29:00.000,2022-05-10t17:29:00.000,ams,eham,9,a08,2022-05-10t19:35:00.000,2022-05-10t19:19:00.000,klm,kl,klm,920,kl920,klm920,2,2022-05-10t19:16:00.000,2022-05-10t19:16:00.000,2022-05-10t19:16:00.000,
departure,active,sou,eghi,8,20.0,2022-05-11t17:20:00.000,2022-05-11t17:25:00.000,2022-05-11t17:40:00.000,2022-05-11t17:40:00.000,2022-05-11t17:40:00.000,ams,eham,11,a08,2022-05-11t19:35:00.000,2022-05-11t19:21:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,17.0,2022-05-12t17:20:00.000,2022-05-12t17:20:00.000,2022-05-12t17:37:00.000,2022-05-12t17:37:00.000,2022-05-12t17:37:00.000,ams,eham,11,a08,2022-05-12t19:35:00.000,2022-05-12t19:24:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,45.0,2022-05-13t17:20:00.000,2022-05-13t18:05:00.000,,,,ams,eham,11,a08,2022-05-13t19:35:00.000,,klm,kl,klm,920,kl920,klm920,3,,,,
departure,active,sou,eghi,8,18.0,2022-05-14t17:20:00.000,2022-05-14t17:20:00.000,2022-05-14t17:38:00.000,2022-05-14t17:38:00.000,2022-05-14t17:38:00.000,ams,eham,13,d23,2022-05-14t19:35:00.000,2022-05-14t19:29:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,23.0,2022-05-15t17:20:00.000,2022-05-15t17:20:00.000,2022-05-15t17:42:00.000,2022-05-15t17:42:00.000,2022-05-15t17:42:00.000,ams,eham,9,a08,2022-05-15t19:35:00.000,2022-05-15t19:36:00.000,klm,kl,klm,920,kl920,klm920,,,,,1.0
departure,active,sou,eghi,8,51.0,2022-05-16t17:20:00.000,2022-05-16t17:50:00.000,2022-05-16t18:11:00.000,2022-05-16t18:11:00.000,2022-05-16t18:11:00.000,ams,eham,10,a08,2022-05-16t19:35:00.000,2022-05-16t20:03:00.000,klm,kl,klm,920,kl920,klm920,2,,,,29.0
departure,active,sou,eghi,8,5.0,2022-05-17t17:20:00.000,2022-05-17t17:20:00.000,2022-05-17t17:24:00.000,2022-05-17t17:24:00.000,2022-05-17t17:24:00.000,ams,eham,13,a08,2022-05-17t19:35:00.000,2022-05-17t19:16:00.000,klm,kl,klm,920,kl920,klm920,2,2022-05-17t19:09:00.000,2022-05-17t19:09:00.000,2022-05-17t19:09:00.000,
departure,active,sou,eghi,8,10.0,2022-05-18t17:20:00.000,2022-05-18t17:20:00.000,2022-05-18t17:30:00.000,2022-05-18t17:30:00.000,2022-05-18t17:30:00.000,ams,eham,11,a08,2022-05-18t19:35:00.000,2022-05-18t19:16:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,21.0,2022-05-19t17:20:00.000,2022-05-19t17:20:00.000,2022-05-19t17:40:00.000,2022-05-19t17:40:00.000,2022-05-19t17:40:00.000,ams,eham,12,a08,2022-05-19t19:35:00.000,2022-05-19t19:26:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,30.0,2022-05-20t17:20:00.000,2022-05-20t17:50:00.000,,,,ams,eham,13,d23,2022-05-20t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,9.0,2022-05-21t17:20:00.000,2022-05-21t17:30:00.000,2022-05-21t17:29:00.000,2022-05-21t17:29:00.000,2022-05-21t17:29:00.000,ams,eham,13,a08,2022-05-21t19:35:00.000,2022-05-21t19:13:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,13.0,2022-05-22t17:20:00.000,2022-05-22t17:20:00.000,2022-05-22t17:33:00.000,2022-05-22t17:33:00.000,2022-05-22t17:33:00.000,ams,eham,13,a08,2022-05-22t19:35:00.000,2022-05-22t19:18:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,48.0,2022-05-23t17:20:00.000,2022-05-23t17:50:00.000,2022-05-23t18:07:00.000,2022-05-23t18:07:00.000,2022-05-23t18:07:00.000,ams,eham,12,a08,2022-05-23t19:35:00.000,2022-05-23t19:56:00.000,klm,kl,klm,920,kl920,klm920,2,,,,22.0
departure,cancelled,sou,eghi,,,2022-05-24t17:20:00.000,2022-05-24t17:20:00.000,,,,ams,eham,,a08,2022-05-24t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,,85.0,2022-05-25t17:20:00.000,2022-05-25t18:45:00.000,,,,ams,eham,12,a08,2022-05-25t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,30.0,2022-05-26t17:20:00.000,2022-05-26t17:50:00.000,,,,ams,eham,12,a08,2022-05-26t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,20.0,2022-05-27t17:20:00.000,2022-05-27t17:20:00.000,2022-05-27t17:39:00.000,2022-05-27t17:39:00.000,2022-05-27t17:39:00.000,ams,eham,12,a08,2022-05-27t19:35:00.000,2022-05-27t19:32:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,25.0,2022-05-28t17:20:00.000,2022-05-28t17:45:00.000,,,,ams,eham,9,a08,2022-05-28t19:40:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,32.0,2022-05-29t17:20:00.000,2022-05-29t17:53:00.000,2022-05-29t17:52:00.000,2022-05-29t17:52:00.000,2022-05-29t17:52:00.000,ams,eham,9,a08,2022-05-29t19:40:00.000,2022-05-29t19:40:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,55.0,2022-05-30t17:20:00.000,2022-05-30t18:15:00.000,,,,ams,eham,11,a08,2022-05-30t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,26.0,2022-05-31t17:20:00.000,2022-05-31t17:20:00.000,2022-05-31t17:45:00.000,2022-05-31t17:45:00.000,2022-05-31t17:45:00.000,ams,eham,11,d26,2022-05-31t19:35:00.000,2022-05-31t19:31:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,23.0,2022-06-01t17:20:00.000,2022-06-01t17:20:00.000,2022-06-01t17:42:00.000,2022-06-01t17:42:00.000,2022-06-01t17:42:00.000,ams,eham,9,a08,2022-06-01t19:35:00.000,2022-06-01t19:34:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,35.0,2022-06-02t17:20:00.000,2022-06-02t17:30:00.000,2022-06-02t17:54:00.000,2022-06-02t17:54:00.000,2022-06-02t17:54:00.000,ams,eham,11,a08,2022-06-02t19:35:00.000,2022-06-02t19:40:00.000,klm,kl,klm,920,kl920,klm920,2,,,,5.0
departure,active,sou,eghi,8,26.0,2022-06-03t17:20:00.000,2022-06-03t17:46:00.000,,,,ams,eham,9,a08,2022-06-03t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,cancelled,sou,eghi,,,2022-06-04t17:20:00.000,2022-06-04t17:20:00.000,,,,ams,eham,,a08,2022-06-04t19:40:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,36.0,2022-06-05t17:20:00.000,2022-06-05t17:20:00.000,2022-06-05t17:56:00.000,2022-06-05t17:56:00.000,2022-06-05t17:56:00.000,ams,eham,13,a08,2022-06-05t19:40:00.000,2022-06-05t19:44:00.000,klm,kl,klm,920,kl920,klm920,,,,,5.0
departure,active,sou,eghi,8,15.0,2022-06-06t17:50:00.000,2022-06-06t17:50:00.000,2022-06-06t18:04:00.000,2022-06-06t18:04:00.000,2022-06-06t18:04:00.000,ams,eham,11,d23,2022-06-06t20:05:00.000,2022-06-06t19:55:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,45.0,2022-06-07t17:20:00.000,2022-06-07t18:05:00.000,,,,ams,eham,13,a08,2022-06-07t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,17.0,2022-06-08t17:20:00.000,2022-06-08t17:25:00.000,2022-06-08t17:36:00.000,2022-06-08t17:36:00.000,2022-06-08t17:36:00.000,ams,eham,13,a08,2022-06-08t19:35:00.000,2022-06-08t19:19:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,9,85.0,2022-06-09t17:20:00.000,2022-06-09t18:45:00.000,,,,ams,eham,11,d23,2022-06-09t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,16.0,2022-06-10t17:20:00.000,2022-06-10t17:20:00.000,2022-06-10t17:35:00.000,2022-06-10t17:35:00.000,2022-06-10t17:35:00.000,ams,eham,13,a08,2022-06-10t19:35:00.000,2022-06-10t19:18:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,40.0,2022-06-11t17:20:00.000,2022-06-11t18:00:00.000,,,,ams,eham,10,a08,2022-06-11t19:40:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,cancelled,sou,eghi,,,2022-06-12t18:00:00.000,,,,,ams,eham,,,2022-06-12t20:20:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,,85.0,2022-06-13t17:20:00.000,2022-06-13t18:45:00.000,,,,ams,eham,11,a08,2022-06-13t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,20.0,2022-06-14t17:20:00.000,2022-06-14t17:40:00.000,,,,ams,eham,9,d29,2022-06-14t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,11.0,2022-06-15t17:20:00.000,2022-06-15t17:33:00.000,2022-06-15t17:31:00.000,2022-06-15t17:31:00.000,2022-06-15t17:31:00.000,ams,eham,9,d27,2022-06-15t19:35:00.000,2022-06-15t19:18:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,25.0,2022-06-16t17:20:00.000,2022-06-16t17:45:00.000,,,,ams,eham,22,d31,2022-06-16t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8a,45.0,2022-06-17t17:20:00.000,2022-06-17t18:05:00.000,,,,ams,eham,13,d29,2022-06-17t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,cancelled,sou,eghi,,,2022-06-18t17:20:00.000,,,,,ams,eham,,,2022-06-18t19:40:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,46.0,2022-06-19t17:20:00.000,2022-06-19t17:40:00.000,2022-06-19t18:06:00.000,2022-06-19t18:06:00.000,2022-06-19t18:06:00.000,ams,eham,11,d28,2022-06-19t19:40:00.000,2022-06-19t19:44:00.000,klm,kl,klm,920,kl920,klm920,3,,,,5.0
departure,active,sou,eghi,8,38.0,2022-06-20t17:20:00.000,2022-06-20t17:40:00.000,2022-06-20t17:57:00.000,2022-06-20t17:57:00.000,2022-06-20t17:57:00.000,ams,eham,13,d24,2022-06-20t19:35:00.000,2022-06-20t19:46:00.000,klm,kl,klm,920,kl920,klm920,2,,,,12.0
departure,active,sou,eghi,8,10.0,2022-06-21t17:20:00.000,2022-06-21t17:20:00.000,2022-06-21t17:29:00.000,2022-06-21t17:29:00.000,2022-06-21t17:29:00.000,ams,eham,12,a08,2022-06-21t19:40:00.000,2022-06-21t19:18:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,21.0,2022-06-22t17:20:00.000,2022-06-22t17:20:00.000,2022-06-22t17:41:00.000,2022-06-22t17:41:00.000,2022-06-22t17:41:00.000,ams,eham,10,d25,2022-06-22t19:35:00.000,2022-06-22t19:35:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,,2022-06-23t17:20:00.000,2022-06-23t17:20:00.000,,,,ams,eham,13,d27,2022-06-23t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,37.0,2022-06-24t17:20:00.000,2022-06-24t17:35:00.000,2022-06-24t17:56:00.000,2022-06-24t17:56:00.000,2022-06-24t17:56:00.000,ams,eham,13,a08,2022-06-24t19:35:00.000,2022-06-24t19:44:00.000,klm,kl,klm,920,kl920,klm920,2,,,,10.0
departure,active,sou,eghi,8,22.0,2022-06-25t17:20:00.000,2022-06-25t17:30:00.000,2022-06-25t17:41:00.000,2022-06-25t17:41:00.000,2022-06-25t17:41:00.000,ams,eham,12,a08,2022-06-25t19:40:00.000,2022-06-25t19:27:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,9,90.0,2022-06-26t17:20:00.000,2022-06-26t18:50:00.000,,,,ams,eham,12,d28,2022-06-26t19:40:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,40.0,2022-06-27t17:20:00.000,2022-06-27t18:00:00.000,,,,ams,eham,10,a08,2022-06-27t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,29.0,2022-06-28t17:20:00.000,2022-06-28t17:47:00.000,2022-06-28t17:48:00.000,2022-06-28t17:48:00.000,2022-06-28t17:48:00.000,ams,eham,9,a08,2022-06-28t19:40:00.000,2022-06-28t19:36:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,20.0,2022-06-29t17:20:00.000,2022-06-29t17:25:00.000,2022-06-29t17:39:00.000,2022-06-29t17:39:00.000,2022-06-29t17:39:00.000,ams,eham,8,a08,2022-06-29t19:35:00.000,2022-06-29t19:26:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,30.0,2022-06-30t17:20:00.000,2022-06-30t17:30:00.000,2022-06-30t17:49:00.000,2022-06-30t17:49:00.000,2022-06-30t17:49:00.000,ams,eham,13,a08,2022-06-30t19:35:00.000,2022-06-30t19:40:00.000,klm,kl,klm,920,kl920,klm920,2,,,,5.0
departure,active,sou,eghi,8,25.0,2022-07-01t17:20:00.000,2022-07-01t17:20:00.000,2022-07-01t17:44:00.000,2022-07-01t17:44:00.000,2022-07-01t17:44:00.000,ams,eham,9,a08,2022-07-01t19:35:00.000,2022-07-01t19:31:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,,55.0,2022-07-02t17:20:00.000,2022-07-02t18:15:00.000,,,,ams,eham,13,d28,2022-07-02t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,9,55.0,2022-07-03t17:20:00.000,2022-07-03t18:15:00.000,,,,ams,eham,9,a08,2022-07-03t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,16.0,2022-07-04t17:20:00.000,2022-07-04t17:20:00.000,2022-07-04t17:35:00.000,2022-07-04t17:35:00.000,2022-07-04t17:35:00.000,ams,eham,13,d23,2022-07-04t19:35:00.000,2022-07-04t19:23:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,9,45.0,2022-07-05t16:15:00.000,2022-07-05t17:00:00.000,,,,ams,eham,11,a08,2022-07-05t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,21.0,2022-07-06t16:15:00.000,2022-07-06t16:15:00.000,2022-07-06t16:35:00.000,2022-07-06t16:35:00.000,2022-07-06t16:35:00.000,ams,eham,11,a08,2022-07-06t18:30:00.000,2022-07-06t18:28:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,27.0,2022-07-07t17:20:00.000,2022-07-07t17:35:00.000,2022-07-07t17:47:00.000,2022-07-07t17:47:00.000,2022-07-07t17:47:00.000,ams,eham,11,a08,2022-07-07t19:35:00.000,2022-07-07t19:38:00.000,klm,kl,klm,920,kl920,klm920,2,,,,3.0
departure,active,sou,eghi,8,34.0,2022-07-08t10:50:00.000,2022-07-08t11:05:00.000,2022-07-08t11:23:00.000,2022-07-08t11:23:00.000,2022-07-08t11:23:00.000,ams,eham,13,a08,2022-07-08t13:05:00.000,2022-07-08t13:12:00.000,klm,kl,klm,920,kl920,klm920,,,,,7.0
departure,active,sou,eghi,2,20.0,2022-07-09t17:20:00.000,2022-07-09t17:40:00.000,,,,ams,eham,10,a08,2022-07-09t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,,25.0,2022-07-10t17:20:00.000,2022-07-10t17:45:00.000,,,,ams,eham,10,a08,2022-07-10t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,4,30.0,2022-07-11t16:15:00.000,2022-07-11t16:15:00.000,2022-07-11t16:45:00.000,2022-07-11t16:45:00.000,2022-07-11t16:45:00.000,ams,eham,11,a08,2022-07-11t18:30:00.000,2022-07-11t18:34:00.000,klm,kl,klm,920,kl920,klm920,2,,,,4.0
departure,active,sou,eghi,8,16.0,2022-07-12t16:15:00.000,2022-07-12t16:15:00.000,2022-07-12t16:31:00.000,2022-07-12t16:31:00.000,2022-07-12t16:31:00.000,ams,eham,9,a08,2022-07-12t18:30:00.000,2022-07-12t18:21:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,7,30.0,2022-07-13t16:15:00.000,2022-07-13t16:25:00.000,2022-07-13t16:44:00.000,2022-07-13t16:44:00.000,2022-07-13t16:44:00.000,ams,eham,8,a08,2022-07-13t18:30:00.000,2022-07-13t18:29:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,50.0,2022-07-14t17:20:00.000,2022-07-14t18:10:00.000,,,,ams,eham,11,a08,2022-07-14t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,32.0,2022-07-15t10:50:00.000,2022-07-15t10:50:00.000,2022-07-15t11:21:00.000,2022-07-15t11:21:00.000,2022-07-15t11:21:00.000,ams,eham,12,d31,2022-07-15t13:05:00.000,2022-07-15t13:09:00.000,klm,kl,klm,920,kl920,klm920,2,,,,5.0
departure,active,sou,eghi,8a,11.0,2022-07-16t16:15:00.000,2022-07-16t16:15:00.000,2022-07-16t16:26:00.000,2022-07-16t16:26:00.000,2022-07-16t16:26:00.000,ams,eham,8,a08,2022-07-16t18:30:00.000,2022-07-16t18:14:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,5.0,2022-07-17t16:15:00.000,2022-07-17t16:15:00.000,2022-07-17t16:19:00.000,2022-07-17t16:19:00.000,2022-07-17t16:19:00.000,ams,eham,9,a08,2022-07-17t18:30:00.000,2022-07-17t18:08:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,,90.0,2022-07-18t16:15:00.000,2022-07-18t17:45:00.000,,,,ams,eham,8,d25,2022-07-18t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,30.0,2022-07-19t16:15:00.000,2022-07-19t16:45:00.000,,,,ams,eham,10,a08,2022-07-19t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,5.0,2022-07-20t16:15:00.000,2022-07-20t16:20:00.000,,,,ams,eham,11,a08,2022-07-20t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,33.0,2022-07-21t16:15:00.000,2022-07-21t16:48:00.000,2022-07-21t16:47:00.000,2022-07-21t16:47:00.000,2022-07-21t16:47:00.000,ams,eham,13,d28,2022-07-21t18:30:00.000,2022-07-21t18:38:00.000,klm,kl,klm,920,kl920,klm920,2,,,,8.0
departure,active,sou,eghi,8a,41.0,2022-07-22t10:50:00.000,2022-07-22t11:31:00.000,,,,ams,eham,12,a08,2022-07-22t13:05:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,20.0,2022-07-23t16:15:00.000,2022-07-23t16:35:00.000,,,,ams,eham,12,d24,2022-07-23t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,22.0,2022-07-24t16:15:00.000,2022-07-24t16:15:00.000,2022-07-24t16:36:00.000,2022-07-24t16:36:00.000,2022-07-24t16:36:00.000,ams,eham,11,a08,2022-07-24t18:30:00.000,2022-07-24t18:19:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,,2022-07-25t16:15:00.000,2022-07-25t16:15:00.000,,,,ams,eham,9,d27,2022-07-25t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8a,30.0,2022-07-26t16:15:00.000,2022-07-26t16:15:00.000,2022-07-26t16:45:00.000,2022-07-26t16:45:00.000,2022-07-26t16:45:00.000,ams,eham,8,a08,2022-07-26t18:30:00.000,2022-07-26t18:32:00.000,klm,kl,klm,920,kl920,klm920,2,,,,2.0
departure,active,sou,eghi,2,12.0,2022-07-27t16:15:00.000,2022-07-27t16:15:00.000,2022-07-27t16:27:00.000,2022-07-27t16:27:00.000,2022-07-27t16:27:00.000,ams,eham,9,d26,2022-07-27t18:30:00.000,2022-07-27t18:18:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,4,30.0,2022-07-28t16:15:00.000,2022-07-28t16:45:00.000,,,,ams,eham,10,a08,2022-07-28t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,21.0,2022-07-29t10:50:00.000,2022-07-29t11:08:00.000,2022-07-29t11:10:00.000,2022-07-29t11:10:00.000,2022-07-29t11:10:00.000,ams,eham,13,a08,2022-07-29t13:05:00.000,2022-07-29t12:57:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,18.0,2022-07-30t16:15:00.000,2022-07-30t16:20:00.000,2022-07-30t16:32:00.000,2022-07-30t16:32:00.000,2022-07-30t16:32:00.000,ams,eham,12,d22,2022-07-30t18:30:00.000,2022-07-30t18:20:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,2,5.0,2022-07-31t16:15:00.000,2022-07-31t16:15:00.000,2022-07-31t16:19:00.000,2022-07-31t16:19:00.000,2022-07-31t16:19:00.000,ams,eham,11,a08,2022-07-31t18:30:00.000,2022-07-31t18:04:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,30.0,2022-08-01t16:15:00.000,2022-08-01t16:45:00.000,,,,ams,eham,10,a08,2022-08-01t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,25.0,2022-08-02t16:15:00.000,2022-08-02t16:15:00.000,2022-08-02t16:39:00.000,2022-08-02t16:39:00.000,2022-08-02t16:39:00.000,ams,eham,9,a08,2022-08-02t18:30:00.000,2022-08-02t18:27:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,9.0,2022-08-03t16:15:00.000,2022-08-03t16:24:00.000,2022-08-03t16:23:00.000,2022-08-03t16:23:00.000,2022-08-03t16:23:00.000,ams,eham,10,a08,2022-08-03t18:30:00.000,2022-08-03t18:14:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
