type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.baggage,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay
departure,active,sou,eghi,8,31.0,2022-08-04t16:15:00.000,2022-08-04t16:35:00.000,2022-08-04t16:45:00.000,2022-08-04t16:45:00.000,2022-08-04t16:45:00.000,ams,eham,9,a08,2022-08-04t18:30:00.000,2022-08-04t18:34:00.000,klm,kl,klm,920,kl920,klm920,,,,,4.0
departure,active,sou,eghi,8,35.0,2022-08-06t16:15:00.000,2022-08-06t16:15:00.000,2022-08-06t16:50:00.000,2022-08-06t16:50:00.000,2022-08-06t16:50:00.000,ams,eham,11,a08,2022-08-06t18:30:00.000,2022-08-06t18:38:00.000,klm,kl,klm,920,kl920,klm920,2,,,,8.0
departure,active,sou,eghi,8,20.0,2022-08-07t16:15:00.000,2022-08-07t16:15:00.000,2022-08-07t16:35:00.000,2022-08-07t16:35:00.000,2022-08-07t16:35:00.000,ams,eham,10,a08,2022-08-07t18:30:00.000,2022-08-07t18:23:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,4,15.0,2022-08-08t16:15:00.000,2022-08-08t16:15:00.000,2022-08-08t16:30:00.000,2022-08-08t16:30:00.000,2022-08-08t16:30:00.000,ams,eham,12,a08,2022-08-08t18:30:00.000,2022-08-08t18:13:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,8.0,2022-08-09t16:15:00.000,2022-08-09t16:15:00.000,2022-08-09t16:23:00.000,2022-08-09t16:23:00.000,2022-08-09t16:23:00.000,ams,eham,10,a08,2022-08-09t18:30:00.000,2022-08-09t18:14:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,41.0,2022-08-10t16:15:00.000,2022-08-10t16:35:00.000,2022-08-10t16:55:00.000,2022-08-10t16:55:00.000,2022-08-10t16:55:00.000,ams,eham,12,a08,2022-08-10t18:30:00.000,2022-08-10t18:46:00.000,klm,kl,klm,920,kl920,klm920,2,,,,17.0
departure,active,sou,eghi,2,23.0,2022-08-11t16:15:00.000,2022-08-11t16:15:00.000,2022-08-11t16:38:00.000,2022-08-11t16:38:00.000,2022-08-11t16:38:00.000,ams,eham,9,d26,2022-08-11t18:30:00.000,2022-08-11t18:28:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,28.0,2022-08-12t10:50:00.000,2022-08-12t10:50:00.000,2022-08-12t11:18:00.000,2022-08-12t11:18:00.000,2022-08-12t11:18:00.000,ams,eham,10,a08,2022-08-12t13:05:00.000,2022-08-12t13:01:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,7,,2022-08-13t16:15:00.000,2022-08-13t16:15:00.000,,,,ams,eham,13,a08,2022-08-13t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,4,5.0,2022-08-14t16:15:00.000,2022-08-14t16:20:00.000,,,,ams,eham,10,a08,2022-08-14t18:30:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,2,18.0,2022-08-15t16:15:00.000,2022-08-15t16:33:00.000,,,,ams,eham,12,a08,2022-08-15t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,23.0,2022-08-16t16:15:00.000,2022-08-16t16:15:00.000,2022-08-16t16:37:00.000,2022-08-16t16:37:00.000,2022-08-16t16:37:00.000,ams,eham,12,d23,2022-08-16t18:30:00.000,2022-08-16t18:25:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8a,30.0,2022-08-17t16:15:00.000,2022-08-17t16:15:00.000,2022-08-17t16:44:00.000,2022-08-17t16:44:00.000,2022-08-17t16:44:00.000,ams,eham,12,d29,2022-08-17t18:30:00.000,2022-08-17t18:34:00.000,klm,kl,klm,920,kl920,klm920,2,,,,4.0
departure,active,sou,eghi,1,5.0,2022-08-18t16:15:00.000,2022-08-18t16:15:00.000,2022-08-18t16:19:00.000,2022-08-18t16:19:00.000,2022-08-18t16:19:00.000,ams,eham,9,a08,2022-08-18t18:30:00.000,2022-08-18t18:13:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,,2022-08-19t15:15:00.000,2022-08-19t15:15:00.000,2022-08-19t15:15:00.000,2022-08-19t15:15:00.000,2022-08-19t15:15:00.000,ams,eham,11,a08,2022-08-19t17:30:00.000,2022-08-19t17:08:00.000,klm,kl,klm,920,kl920,klm920,2,2022-08-19t17:04:00.000,2022-08-19t17:04:00.000,2022-08-19t17:04:00.000,
departure,active,sou,eghi,8a,36.0,2022-08-20t16:15:00.000,2022-08-20t16:25:00.000,2022-08-20t16:50:00.000,2022-08-20t16:50:00.000,2022-08-20t16:50:00.000,ams,eham,13,a08,2022-08-20t18:30:00.000,2022-08-20t18:38:00.000,klm,kl,klm,920,kl920,klm920,,,,,8.0
departure,active,sou,eghi,8,,2022-08-21t16:15:00.000,2022-08-21t16:15:00.000,,,,ams,eham,12,a08,2022-08-21t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,25.0,2022-08-22t16:15:00.000,2022-08-22t16:25:00.000,2022-08-22t16:40:00.000,2022-08-22t16:40:00.000,2022-08-22t16:40:00.000,ams,eham,10,d29,2022-08-22t18:30:00.000,2022-08-22t18:29:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,63.0,2022-08-23t16:15:00.000,2022-08-23t17:18:00.000,,,,ams,eham,12,a08,2022-08-23t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,19.0,2022-08-24t16:15:00.000,2022-08-24t16:15:00.000,2022-08-24t16:33:00.000,2022-08-24t16:33:00.000,2022-08-24t16:33:00.000,ams,eham,10,d28,2022-08-24t18:30:00.000,2022-08-24t18:23:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,40.0,2022-08-25t16:15:00.000,2022-08-25t16:55:00.000,,,,ams,eham,12,a08,2022-08-25t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,,2022-08-26t16:15:00.000,2022-08-26t16:15:00.000,,,,ams,eham,11,d31,2022-08-26t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8a,16.0,2022-08-27t16:15:00.000,2022-08-27t16:15:00.000,2022-08-27t16:30:00.000,2022-08-27t16:30:00.000,2022-08-27t16:30:00.000,ams,eham,11,a08,2022-08-27t18:30:00.000,2022-08-27t18:18:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,2,,2022-08-28t16:15:00.000,2022-08-28t16:15:00.000,,,,ams,eham,10,a08,2022-08-28t18:30:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,,,2022-08-29t17:20:00.000,2022-08-29t14:03:00.000,,,,ams,eham,10,,2022-08-29t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,50.0,2022-08-29t12:45:00.000,2022-08-29t13:35:00.000,,,,ams,eham,11,a08,2022-08-29t15:00:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,,,2022-08-30t17:20:00.000,2022-08-30t13:02:00.000,,,,ams,eham,12,,2022-08-30t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,18.0,2022-08-30t12:45:00.000,2022-08-30t13:03:00.000,2022-08-30t13:02:00.000,2022-08-30t13:02:00.000,2022-08-30t13:02:00.000,ams,eham,12,a08,2022-08-30t15:00:00.000,2022-08-30t14:52:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,,,2022-08-31t17:20:00.000,2022-08-31t13:11:00.000,,,,ams,eham,,,2022-08-31t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,7,,2022-08-31t12:45:00.000,2022-08-31t12:45:00.000,,,,ams,eham,12,a08,2022-08-31t15:00:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,,,2022-09-01t17:20:00.000,2022-09-01t12:57:00.000,,,,ams,eham,13,,2022-09-01t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,12.0,2022-09-01t12:45:00.000,2022-09-01t12:45:00.000,2022-09-01t12:57:00.000,2022-09-01t12:57:00.000,2022-09-01t12:57:00.000,ams,eham,13,a08,2022-09-01t15:00:00.000,2022-09-01t14:45:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,33.0,2022-09-02t12:45:00.000,2022-09-02t13:21:00.000,2022-09-02t13:18:00.000,2022-09-02t13:18:00.000,2022-09-02t13:18:00.000,ams,eham,11,a08,2022-09-02t15:00:00.000,2022-09-02t15:07:00.000,klm,kl,klm,920,kl920,klm920,,,,,7.0
departure,active,sou,eghi,,,2022-09-02t17:20:00.000,2022-09-02t13:18:00.000,,,,ams,eham,11,,2022-09-02t19:35:00.000,,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,3.0,2022-09-03t17:20:00.000,2022-09-03t17:20:00.000,2022-09-03t17:23:00.000,2022-09-03t17:23:00.000,2022-09-03t17:23:00.000,ams,eham,9,d29,2022-09-03t19:35:00.000,2022-09-03t19:13:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,41.0,2022-09-04t17:20:00.000,2022-09-04t18:01:00.000,,,,ams,eham,10,d23,2022-09-04t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,28.0,2022-09-05t12:45:00.000,2022-09-05t12:55:00.000,2022-09-05t13:12:00.000,2022-09-05t13:12:00.000,2022-09-05t13:12:00.000,ams,eham,11,a08,2022-09-05t15:00:00.000,2022-09-05t15:02:00.000,klm,kl,klm,920,kl920,klm920,,,,,3.0
departure,active,sou,eghi,8,17.0,2022-09-06t13:05:00.000,2022-09-06t13:10:00.000,2022-09-06t13:21:00.000,2022-09-06t13:21:00.000,2022-09-06t13:21:00.000,ams,eham,9,a08,2022-09-06t15:20:00.000,2022-09-06t15:07:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,2,25.0,2022-09-07t12:50:00.000,2022-09-07t13:17:00.000,2022-09-07t13:14:00.000,2022-09-07t13:14:00.000,2022-09-07t13:14:00.000,ams,eham,13,a08,2022-09-07t15:05:00.000,2022-09-07t15:00:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,31.0,2022-09-08t12:45:00.000,2022-09-08t13:17:00.000,2022-09-08t13:15:00.000,2022-09-08t13:15:00.000,2022-09-08t13:15:00.000,ams,eham,9,a08,2022-09-08t15:00:00.000,2022-09-08t15:05:00.000,klm,kl,klm,920,kl920,klm920,,,,,5.0
departure,active,sou,eghi,8a,20.0,2022-09-09t12:45:00.000,2022-09-09t13:05:00.000,,,,ams,eham,10,d28,2022-09-09t15:00:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,50.0,2022-09-10t17:20:00.000,2022-09-10t18:10:00.000,,,,ams,eham,8,a08,2022-09-10t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,1,20.0,2022-09-11t17:20:00.000,2022-09-11t17:25:00.000,2022-09-11t17:40:00.000,2022-09-11t17:40:00.000,2022-09-11t17:40:00.000,ams,eham,11,d25,2022-09-11t19:35:00.000,2022-09-11t19:27:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,24.0,2022-09-12t12:45:00.000,2022-09-12t12:45:00.000,2022-09-12t13:09:00.000,2022-09-12t13:09:00.000,2022-09-12t13:09:00.000,ams,eham,13,a08,2022-09-12t15:00:00.000,2022-09-12t14:54:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,9.0,2022-09-13t13:05:00.000,2022-09-13t13:05:00.000,2022-09-13t13:14:00.000,2022-09-13t13:14:00.000,2022-09-13t13:14:00.000,ams,eham,13,a08,2022-09-13t15:20:00.000,2022-09-13t14:57:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,29.0,2022-09-14t12:45:00.000,2022-09-14t12:45:00.000,2022-09-14t13:13:00.000,2022-09-14t13:13:00.000,2022-09-14t13:13:00.000,ams,eham,13,a08,2022-09-14t15:00:00.000,2022-09-14t15:04:00.000,klm,kl,klm,920,kl920,klm920,,,,,5.0
departure,active,sou,eghi,8a,18.0,2022-09-15t12:45:00.000,2022-09-15t12:45:00.000,2022-09-15t13:03:00.000,2022-09-15t13:03:00.000,2022-09-15t13:03:00.000,ams,eham,10,a08,2022-09-15t15:00:00.000,2022-09-15t14:52:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,25.0,2022-09-16t12:45:00.000,2022-09-16t12:55:00.000,2022-09-16t13:09:00.000,2022-09-16t13:09:00.000,2022-09-16t13:09:00.000,ams,eham,12,a08,2022-09-16t15:00:00.000,2022-09-16t14:58:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,35.0,2022-09-17t17:20:00.000,2022-09-17t17:55:00.000,,,,ams,eham,13,d28,2022-09-17t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8a,40.0,2022-09-18t17:20:00.000,2022-09-18t17:35:00.000,2022-09-18t17:59:00.000,2022-09-18t17:59:00.000,2022-09-18t17:59:00.000,ams,eham,9,d29,2022-09-18t19:35:00.000,2022-09-18t19:50:00.000,klm,kl,klm,920,kl920,klm920,,,,,16.0
departure,active,sou,eghi,8,16.0,2022-09-19t12:45:00.000,2022-09-19t12:50:00.000,2022-09-19t13:00:00.000,2022-09-19t13:00:00.000,2022-09-19t13:00:00.000,ams,eham,11,a08,2022-09-19t15:00:00.000,2022-09-19t14:48:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,2.0,2022-09-20t13:05:00.000,2022-09-20t13:08:00.000,2022-09-20t13:06:00.000,2022-09-20t13:06:00.000,2022-09-20t13:06:00.000,ams,eham,8,a08,2022-09-20t15:20:00.000,2022-09-20t14:51:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,4,34.0,2022-09-21t12:50:00.000,2022-09-21t12:55:00.000,2022-09-21t13:23:00.000,2022-09-21t13:23:00.000,2022-09-21t13:23:00.000,ams,eham,11,a08,2022-09-21t15:05:00.000,2022-09-21t15:13:00.000,klm,kl,klm,920,kl920,klm920,,,,,9.0
departure,active,sou,eghi,1,18.0,2022-09-22t12:45:00.000,2022-09-22t12:45:00.000,2022-09-22t13:03:00.000,2022-09-22t13:03:00.000,2022-09-22t13:03:00.000,ams,eham,13,a08,2022-09-22t15:00:00.000,2022-09-22t14:54:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,36.0,2022-09-23t12:45:00.000,2022-09-23t12:45:00.000,2022-09-23t13:20:00.000,2022-09-23t13:20:00.000,2022-09-23t13:20:00.000,ams,eham,11,a08,2022-09-23t15:00:00.000,2022-09-23t15:09:00.000,klm,kl,klm,920,kl920,klm920,,,,,9.0
departure,active,sou,eghi,8a,17.0,2022-09-24t17:20:00.000,2022-09-24t17:20:00.000,2022-09-24t17:36:00.000,2022-09-24t17:36:00.000,2022-09-24t17:36:00.000,ams,eham,11,d23,2022-09-24t19:35:00.000,2022-09-24t19:26:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,7,24.0,2022-09-25t17:20:00.000,2022-09-25t17:44:00.000,,,,ams,eham,9,d27,2022-09-25t19:35:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,16.0,2022-09-26t12:45:00.000,2022-09-26t12:57:00.000,2022-09-26t13:01:00.000,2022-09-26t13:01:00.000,2022-09-26t13:01:00.000,ams,eham,13,a08,2022-09-26t15:00:00.000,2022-09-26t14:50:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,cancelled,sou,eghi,,,2022-09-27t13:05:00.000,,,,,ams,eham,,,2022-09-27t15:20:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,3a,10.0,2022-09-28t12:50:00.000,2022-09-28t13:00:00.000,,,,ams,eham,9,a08,2022-09-28t15:05:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,45.0,2022-09-29t12:45:00.000,2022-09-29t13:30:00.000,,,,ams,eham,13,a08,2022-09-29t15:00:00.000,,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,23.0,2022-09-30t12:45:00.000,2022-09-30t12:45:00.000,2022-09-30t13:07:00.000,2022-09-30t13:07:00.000,2022-09-30t13:07:00.000,ams,eham,13,a08,2022-09-30t15:00:00.000,2022-09-30t14:56:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,37.0,2022-10-01t17:20:00.000,2022-10-01t17:40:00.000,2022-10-01t17:56:00.000,2022-10-01t17:56:00.000,2022-10-01t17:56:00.000,ams,eham,13,a08,2022-10-01t19:35:00.000,2022-10-01t19:44:00.000,klm,kl,klm,920,kl920,klm920,2,,,,10.0
departure,active,sou,eghi,8a,27.0,2022-10-02t17:20:00.000,2022-10-02t17:41:00.000,2022-10-02t17:46:00.000,2022-10-02t17:46:00.000,2022-10-02t17:46:00.000,ams,eham,10,d23,2022-10-02t19:35:00.000,2022-10-02t19:36:00.000,klm,kl,klm,920,kl920,klm920,,,,,1.0
departure,active,sou,eghi,8,21.0,2022-10-03t12:45:00.000,2022-10-03t12:50:00.000,2022-10-03t13:06:00.000,2022-10-03t13:06:00.000,2022-10-03t13:06:00.000,ams,eham,13,a08,2022-10-03t15:00:00.000,2022-10-03t14:53:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,13.0,2022-10-04t13:05:00.000,2022-10-04t13:05:00.000,2022-10-04t13:18:00.000,2022-10-04t13:18:00.000,2022-10-04t13:18:00.000,ams,eham,11,a08,2022-10-04t15:20:00.000,2022-10-04t15:04:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,26.0,2022-10-05t12:45:00.000,2022-10-05t12:45:00.000,2022-10-05t13:11:00.000,2022-10-05t13:11:00.000,2022-10-05t13:11:00.000,ams,eham,10,a08,2022-10-05t15:00:00.000,2022-10-05t14:58:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,1.0,2022-10-07t12:45:00.000,2022-10-07t12:45:00.000,2022-10-07t12:45:00.000,2022-10-07t12:45:00.000,2022-10-07t12:45:00.000,ams,eham,12,a08,2022-10-07t15:00:00.000,2022-10-07t14:34:00.000,klm,kl,klm,920,kl920,klm920,,2022-10-07t14:27:00.000,2022-10-07t14:27:00.000,2022-10-07t14:27:00.000,
departure,active,sou,eghi,8,15.0,2022-10-09t17:20:00.000,2022-10-09t17:20:00.000,2022-10-09t17:35:00.000,2022-10-09t17:35:00.000,2022-10-09t17:35:00.000,ams,eham,13,a08,2022-10-09t19:35:00.000,2022-10-09t19:25:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,22.0,2022-10-10t12:45:00.000,2022-10-10t12:50:00.000,2022-10-10t13:07:00.000,2022-10-10t13:07:00.000,2022-10-10t13:07:00.000,ams,eham,13,a08,2022-10-10t15:00:00.000,2022-10-10t14:54:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,7,20.0,2022-10-11t13:05:00.000,2022-10-11t13:05:00.000,2022-10-11t13:25:00.000,2022-10-11t13:25:00.000,2022-10-11t13:25:00.000,ams,eham,11,a08,2022-10-11t15:20:00.000,2022-10-11t15:11:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,30.0,2022-10-12t12:45:00.000,2022-10-12t13:14:00.000,2022-10-12t13:14:00.000,2022-10-12t13:14:00.000,2022-10-12t13:14:00.000,ams,eham,9,a08,2022-10-12t15:00:00.000,2022-10-12t15:00:00.000,klm,kl,klm,920,kl920,klm920,,,,,1.0
departure,active,sou,eghi,8,9.0,2022-10-13t12:45:00.000,2022-10-13t12:45:00.000,2022-10-13t12:53:00.000,2022-10-13t12:53:00.000,2022-10-13t12:53:00.000,ams,eham,9,a08,2022-10-13t15:00:00.000,2022-10-13t14:42:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,9.0,2022-10-14t12:45:00.000,2022-10-14t12:54:00.000,2022-10-14t12:53:00.000,2022-10-14t12:53:00.000,2022-10-14t12:53:00.000,ams,eham,13,a08,2022-10-14t15:00:00.000,2022-10-14t14:38:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,33.0,2022-10-15t17:20:00.000,2022-10-15t17:35:00.000,2022-10-15t17:53:00.000,2022-10-15t17:53:00.000,2022-10-15t17:53:00.000,ams,eham,12,a08,2022-10-15t19:35:00.000,2022-10-15t19:42:00.000,klm,kl,klm,920,kl920,klm920,,,,,7.0
departure,active,sou,eghi,8,36.0,2022-10-16t17:20:00.000,2022-10-16t17:25:00.000,2022-10-16t17:55:00.000,2022-10-16t17:55:00.000,2022-10-16t17:55:00.000,ams,eham,18,a08,2022-10-16t19:35:00.000,2022-10-16t19:40:00.000,klm,kl,klm,920,kl920,klm920,,,,,5.0
departure,active,sou,eghi,8,19.0,2022-10-17t12:45:00.000,2022-10-17t12:45:00.000,2022-10-17t13:03:00.000,2022-10-17t13:03:00.000,2022-10-17t13:03:00.000,ams,eham,12,a08,2022-10-17t15:00:00.000,2022-10-17t14:43:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8a,28.0,2022-10-19t12:45:00.000,2022-10-19t12:45:00.000,2022-10-19t13:12:00.000,2022-10-19t13:12:00.000,2022-10-19t13:12:00.000,ams,eham,12,a08,2022-10-19t15:00:00.000,2022-10-19t15:04:00.000,klm,kl,klm,920,kl920,klm920,,,,,4.0
departure,active,sou,eghi,8,,2022-10-20t12:45:00.000,2022-10-20t12:45:00.000,2022-10-20t12:42:00.000,2022-10-20t12:42:00.000,2022-10-20t12:42:00.000,ams,eham,10,a08,2022-10-20t15:00:00.000,2022-10-20t14:28:00.000,klm,kl,klm,920,kl920,klm920,2,2022-10-20t14:30:00.000,2022-10-20t14:30:00.000,2022-10-20t14:30:00.000,
departure,active,sou,eghi,7,11.0,2022-10-21t12:45:00.000,2022-10-21t12:45:00.000,2022-10-21t12:55:00.000,2022-10-21t12:55:00.000,2022-10-21t12:55:00.000,ams,eham,10,a08,2022-10-21t15:00:00.000,2022-10-21t14:42:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,2,10.0,2022-10-22t17:20:00.000,2022-10-22t17:20:00.000,2022-10-22t17:29:00.000,2022-10-22t17:29:00.000,2022-10-22t17:29:00.000,ams,eham,8,d29,2022-10-22t19:35:00.000,2022-10-22t19:15:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,5.0,2022-10-23t17:20:00.000,2022-10-23t17:20:00.000,2022-10-23t17:24:00.000,2022-10-23t17:24:00.000,2022-10-23t17:24:00.000,ams,eham,9,d26,2022-10-23t19:35:00.000,2022-10-23t19:08:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,8,5.0,2022-10-24t12:45:00.000,2022-10-24t12:45:00.000,2022-10-24t12:49:00.000,2022-10-24t12:49:00.000,2022-10-24t12:49:00.000,ams,eham,11,a08,2022-10-24t15:00:00.000,2022-10-24t14:40:00.000,klm,kl,klm,920,kl920,klm920,2,2022-10-24t14:39:00.000,2022-10-24t14:39:00.000,2022-10-24t14:39:00.000,
departure,active,sou,eghi,8,12.0,2022-10-26t12:45:00.000,2022-10-26t12:45:00.000,2022-10-26t12:57:00.000,2022-10-26t12:57:00.000,2022-10-26t12:57:00.000,ams,eham,12,a08,2022-10-26t15:00:00.000,2022-10-26t14:42:00.000,klm,kl,klm,920,kl920,klm920,,,,,
departure,active,sou,eghi,8,13.0,2022-10-27t12:45:00.000,2022-10-27t12:59:00.000,2022-10-27t12:58:00.000,2022-10-27t12:58:00.000,2022-10-27t12:58:00.000,ams,eham,9,a08,2022-10-27t14:55:00.000,2022-10-27t14:42:00.000,klm,kl,klm,920,kl920,klm920,2,,,,
departure,active,sou,eghi,1,31.0,2022-10-28t12:45:00.000,2022-10-28t13:00:00.000,2022-10-28t13:15:00.000,2022-10-28t13:15:00.000,2022-10-28t13:15:00.000,ams,eham,11,a08,2022-10-28t15:00:00.000,2022-10-28t15:03:00.000,klm,kl,klm,920,kl920,klm920,,,,,4.0
departure,active,sou,eghi,7,1.0,2022-10-29t17:20:00.000,2022-10-29t17:20:00.000,2022-10-29t17:20:00.000,2022-10-29t17:20:00.000,2022-10-29t17:20:00.000,ams,eham,13,a08,2022-10-29t19:35:00.000,2022-10-29t19:07:00.000,klm,kl,klm,920,kl920,klm920,,2022-10-29t19:12:00.000,2022-10-29t19:12:00.000,2022-10-29t19:12:00.000,
